,Kids,Online_Activity,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Income_less_than_30k,Income_from_30k_to_50k,Income_from_50k_to_75k,Income_above_75k,birth_older_than_1960,birth_from_1960_to_1975,birth_younger_than_1975
674,1,0.5,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
675,0,0.25,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
676,1,0.3333333333333333,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
677,0,0.25,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
678,1,0.2857142857142857,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
679,1,0.5625,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
680,1,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
681,0,0.25,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
682,0,0.25,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
683,1,0.43478260869565216,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
684,0,0.5555555555555556,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
685,1,0.5294117647058824,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
686,1,0.42857142857142855,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
687,0,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
688,0,0.45454545454545453,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
689,0,0.4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
690,1,0.6,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
691,1,0.5238095238095238,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
692,1,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
693,1,0.4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
694,1,0.4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
695,1,0.5833333333333334,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
696,0,0.45454545454545453,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
697,0,0.2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
698,1,0.3125,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
699,1,0.3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
700,1,0.4444444444444444,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
701,1,0.5,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
702,1,0.5714285714285714,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
703,1,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
704,1,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
705,1,0.5333333333333333,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
706,1,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
707,1,0.36363636363636365,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
708,1,0.46153846153846156,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
709,1,0.6666666666666666,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
710,0,0.4166666666666667,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
711,0,0.2727272727272727,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
712,0,0.3333333333333333,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
713,1,0.38461538461538464,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
714,1,0.38461538461538464,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
715,1,0.5,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
716,1,0.42857142857142855,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
717,1,0.42857142857142855,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
718,1,0.42857142857142855,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
719,1,0.2777777777777778,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
720,1,0.3333333333333333,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
721,1,0.5833333333333334,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
722,1,0.5555555555555556,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
723,1,0.4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
724,0,0.2857142857142857,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
725,1,0.25,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
726,1,0.36363636363636365,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
727,1,0.2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
728,1,0.25,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
729,1,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
730,1,0.5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
731,1,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
732,1,0.25,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
733,1,0.5333333333333333,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
734,0,0.35,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
735,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
736,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
737,1,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
738,1,0.25,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
739,0,0.375,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
740,1,0.25,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
741,0,0.13333333333333333,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
742,0,0.1875,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
743,1,0.3333333333333333,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
744,0,0.4166666666666667,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
745,1,0.25,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
746,1,0.3125,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
747,0,0.5,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
748,0,0.6153846153846154,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
749,0,0.3076923076923077,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
750,0,0.4166666666666667,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
751,0,0.4166666666666667,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
752,1,0.3333333333333333,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
753,1,0.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
754,1,0.5,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
755,1,0.5789473684210527,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
756,1,0.5454545454545454,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
757,1,0.7,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
758,1,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
759,1,0.5833333333333334,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
760,1,0.5454545454545454,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
761,0,0.18181818181818182,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
762,0,0.3333333333333333,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
763,1,0.3333333333333333,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
764,1,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
765,1,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
766,1,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
767,1,0.25,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
768,1,0.5,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
769,0,0.36363636363636365,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
770,0,0.3684210526315789,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
771,1,0.25,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
772,1,0.4,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
773,0,0.4375,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
774,0,0.36363636363636365,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
775,1,0.5714285714285714,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
776,1,0.4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
777,1,0.4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
778,1,0.3157894736842105,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
779,1,0.4,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
780,1,0.25,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
781,0,0.5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
782,0,0.5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
783,1,0.4,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
784,1,0.4,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
785,1,0.4,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
786,1,0.4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
787,1,0.2727272727272727,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
788,1,0.3333333333333333,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
789,1,0.3333333333333333,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
790,1,0.3333333333333333,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
791,1,0.4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
792,1,0.3333333333333333,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
793,1,0.4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
794,1,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
795,1,0.4666666666666667,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
796,1,0.4666666666666667,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
797,1,0.3888888888888889,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
798,1,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
799,1,0.625,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
800,0,0.5833333333333334,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
801,1,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
802,1,0.3076923076923077,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
803,0,0.375,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
804,1,0.42857142857142855,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
805,0,0.2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
806,1,0.6,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
807,0,0.35714285714285715,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
808,1,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
809,1,0.5384615384615384,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
810,0,0.4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
811,1,0.5882352941176471,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
812,1,0.42105263157894735,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
813,0,0.5555555555555556,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
814,1,0.25,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
815,1,0.25,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
816,0,0.2777777777777778,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
817,1,0.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
818,1,0.23076923076923078,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
819,0,0.5,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
820,0,0.16666666666666666,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
821,1,0.4,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
822,1,0.25,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
823,1,0.29411764705882354,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
824,1,0.3333333333333333,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
825,1,0.4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
826,1,0.4166666666666667,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
827,0,0.5,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
828,1,0.4090909090909091,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
829,1,0.4090909090909091,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
830,0,0.25,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
831,0,0.3684210526315789,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
832,0,0.4090909090909091,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
833,0,0.23076923076923078,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
834,1,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
835,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
836,1,0.7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
837,0,0.42105263157894735,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
838,1,0.3333333333333333,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
839,1,0.3333333333333333,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
840,1,0.3333333333333333,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
841,1,0.3333333333333333,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
842,0,0.125,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
843,0,0.25,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
844,1,0.29411764705882354,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
845,1,0.3333333333333333,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
846,1,0.5,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
847,1,0.3333333333333333,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
848,1,0.4,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
849,1,0.375,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
850,1,0.4782608695652174,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
851,0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
852,1,0.5454545454545454,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
853,1,0.5,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
854,1,0.25,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
855,0,0.3333333333333333,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
856,1,0.4,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
857,1,0.3333333333333333,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
858,1,0.42857142857142855,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
859,1,0.6,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
860,1,0.5789473684210527,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
861,1,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
862,1,0.2727272727272727,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
863,1,0.375,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
864,1,0.3333333333333333,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
865,1,0.42857142857142855,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
866,0,0.4444444444444444,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
867,1,0.5714285714285714,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
868,1,0.5625,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
869,1,0.4444444444444444,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
870,1,0.3333333333333333,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
871,1,0.3333333333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
872,1,0.45454545454545453,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
873,1,0.3333333333333333,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
874,1,0.5384615384615384,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
875,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
876,0,0.4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
877,1,0.5714285714285714,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
878,0,0.4117647058823529,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
879,0,0.4117647058823529,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
880,1,0.3333333333333333,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
881,0,0.25,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
882,1,0.25,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
883,1,0.4,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
884,1,0.42857142857142855,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
885,0,0.5833333333333334,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
886,1,0.25,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
887,0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
888,1,0.3333333333333333,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
889,1,0.3333333333333333,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
890,1,0.4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
891,1,0.5,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
892,1,0.5714285714285714,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
893,1,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
894,1,0.42857142857142855,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
895,1,0.3333333333333333,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
896,1,0.3333333333333333,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
897,1,0.4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
898,1,0.5,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
899,1,0.4,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
900,1,0.3333333333333333,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
901,1,0.5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
902,1,0.29411764705882354,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
903,1,0.5,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
904,1,0.7,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
905,1,0.7,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
906,0,0.2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
907,1,0.25,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
908,1,0.25,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
909,1,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
910,1,0.4666666666666667,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
911,0,0.2727272727272727,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
912,0,0.375,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
913,0,0.4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
914,1,0.4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
915,1,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
916,1,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
917,1,0.25,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
918,1,0.45454545454545453,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
919,1,0.45454545454545453,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
920,0,0.3333333333333333,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
921,1,0.3333333333333333,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
922,1,0.42105263157894735,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
923,1,0.5454545454545454,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
924,0,0.5833333333333334,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
925,1,0.42857142857142855,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
926,1,0.3333333333333333,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
927,0,0.35714285714285715,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
928,1,0.3076923076923077,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
929,1,0.25,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
930,1,0.42857142857142855,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
931,1,0.35,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
932,1,0.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
933,0,0.46153846153846156,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
934,0,0.46153846153846156,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
935,1,0.4444444444444444,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
936,0,0.21428571428571427,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
937,0,0.21428571428571427,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
938,1,0.35294117647058826,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
939,1,0.25,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
940,1,0.6666666666666666,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
941,1,0.25,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
942,1,0.6363636363636364,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
943,1,0.5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
944,1,0.6,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
945,0,0.4444444444444444,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
946,1,0.3684210526315789,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
947,0,0.3157894736842105,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
948,1,0.25,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
949,0,0.4,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
950,1,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
951,0,0.4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
952,1,0.42857142857142855,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
953,0,0.3888888888888889,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
954,1,0.5714285714285714,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
955,1,0.3333333333333333,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
956,1,0.25,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
957,1,0.5,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
958,1,0.2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
959,1,0.6470588235294118,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
960,0,0.375,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
961,1,0.39693468715465546,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
962,0,0.6,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
963,1,0.5333333333333333,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
964,0,0.3333333333333333,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
965,1,0.5333333333333333,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
966,1,0.5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
967,1,0.3333333333333333,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
968,1,0.25,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
969,0,0.29411764705882354,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
970,1,0.5555555555555556,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
971,1,0.4,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
972,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
973,0,0.4166666666666667,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
974,1,0.35,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
975,1,0.35,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
976,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
977,1,0.4,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
978,1,0.3333333333333333,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
979,1,0.25,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
980,1,0.45454545454545453,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
981,1,0.25,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
982,1,0.5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
983,1,0.5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
984,1,0.6,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
985,1,0.5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
986,1,0.25,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
987,1,0.42857142857142855,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
988,0,0.29411764705882354,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
989,0,0.29411764705882354,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
990,1,0.5,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
991,0,0.38461538461538464,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
992,0,0.4,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
993,1,0.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
994,0,0.4375,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
995,1,0.3333333333333333,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
996,1,0.2857142857142857,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
997,1,0.3333333333333333,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
998,0,0.2857142857142857,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
999,1,0.6,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1000,1,0.4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1001,1,0.4375,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1002,0,0.3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1003,1,0.5,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
1004,1,0.5555555555555556,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1005,1,0.4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1006,1,0.5,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1007,1,0.4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1008,1,0.4444444444444444,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1009,0,0.42857142857142855,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
1010,0,0.25,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1011,1,0.3333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1012,1,0.25,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
