,Kids,Online_Activity,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Income_less_than_30k,Income_from_30k_to_50k,Income_from_50k_to_75k,Income_above_75k,birth_older_than_1960,birth_from_1960_to_1975,birth_younger_than_1975,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds
518,0,0.3076923076923077,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1000,19,711,125,115,38
519,1,0.5714285714285714,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,820,57,242,45,0,11
520,1,0.4444444444444444,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,86,12,75,33,15,6
521,1,0.4444444444444444,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,86,12,75,33,15,6
522,0,0.43478260869565216,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1074,0,69,0,0,46
523,1,0.25,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,13,6,7,0,3,3
524,0,0.2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,217,77,373,111,23,93
525,1,0.46153846153846156,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,352,0,27,10,0,15
526,1,0.46153846153846156,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,352,0,27,10,0,15
527,1,0.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,9,14,18,8,1,12
528,1,0.2857142857142857,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,240,90,216,63,6,24
529,1,0.4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,8,10,12,14,23
530,1,0.3333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,3,18,26,11,8,12
531,0,0.3333333333333333,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,3,9,15,13,2,39
532,1,0.2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,412,5,119,38,29,77
533,0,0.3125,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,124,83,267,85,59,35
534,0,0.3125,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,124,83,267,85,59,35
535,1,0.38461538461538464,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,736,114,279,82,76,190
536,0,0.3684210526315789,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1006,22,115,59,68,45
537,0,0.3684210526315789,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1006,22,115,59,68,45
538,1,0.25,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,8,4,5,15,2,11
539,1,0.2857142857142857,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,217,38,350,111,85,15
540,1,0.4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,23,2,17,2,1,0
541,1,0.25,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,11,0,5,2,1,1
542,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,22,1,9,0,0,14
543,1,0.5384615384615384,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,580,6,58,8,0,27
544,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,10,0,10,3,1,7
545,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,10,0,10,3,1,7
546,1,0.5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,112,19,21,16,14,5
547,1,0.5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,112,19,21,16,14,5
548,1,0.3333333333333333,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,11,0,4,0,0,2
549,1,0.4,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,5,9,28,6,28
550,1,0.0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,8,0,3,0,0,0
551,0,0.5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,88,39,54,64,28,153
552,1,0.4444444444444444,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,182,4,33,0,0,66
553,0,0.36363636363636365,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,227,23,389,42,21,75
554,0,0.36363636363636365,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,227,23,389,42,21,75
555,1,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,290,59,177,77,5,29
556,1,0.5384615384615384,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,284,16,160,84,16,134
557,1,0.5555555555555556,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,173,2,39,3,2,47
558,1,0.5333333333333333,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,656,38,161,62,47,37
559,1,0.5333333333333333,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,656,38,161,62,47,37
560,1,0.5,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,953,0,71,0,0,174
561,1,0.5,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,953,0,71,0,0,174
562,0,0.5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,18,14,15,22,50
563,1,0.3333333333333333,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,8,0,8,0,0,2
564,1,0.4,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,18,3,17,3,0,4
565,1,0.42857142857142855,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,37,5,56,12,8,5
566,1,0.42857142857142855,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,163,0,480,0,126,75
567,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,69,2,15,2,2,6
568,0,0.42857142857142855,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,56,7,48,10,2,18
569,1,0.25,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,38,0,2,0,0,6
570,1,0.25,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,38,0,2,0,0,6
571,1,0.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,8,2,4,0,0,1
572,1,0.5294117647058824,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,626,0,70,0,7,28
573,1,0.5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,112,0,6,2,1,14
574,0,0.4444444444444444,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,547,99,812,151,82,33
575,0,0.5,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,507,93,520,242,40,26
576,1,0.4,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,35,1,16,0,1,1
577,0,0.4444444444444444,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,795,0,545,95,58,0
578,1,0.4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,56,0,9,0,0,3
579,1,0.2727272727272727,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,895,10,101,13,0,152
580,1,0.3157894736842105,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,899,0,101,0,0,20
581,1,0.4444444444444444,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,178,4,26,8,4,44
582,1,0.3333333333333333,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,14,0,3,0,0,3
583,1,0.45454545454545453,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,265,199,303,234,9,170
584,1,0.45454545454545453,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,265,199,303,234,9,170
585,1,0.6666666666666666,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,349,16,144,28,5,182
586,1,0.4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,4,12,11,3,13,15
587,0,0.5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,848,154,323,201,61,78
588,0,0.5,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,817,183,797,106,163,20
589,1,0.35,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,962,12,194,16,24,12
590,1,0.5,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,25,3,43,17,4,17
591,1,0.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,45,3,4,6,42
592,1,0.3333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,5,0,3,1
593,1,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,212,123,177,15,64,23
594,1,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,11,4,20,10,3,5
595,1,0.25,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,9,3,6,2
596,1,0.3333333333333333,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,347,0,35,4,3,7
597,1,0.4,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,73,0,13,0,1,0
598,0,0.4444444444444444,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,426,49,127,111,21,42
599,1,0.3333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,3,4,2,2,6
600,1,0.3333333333333333,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,48,9,45,3,15,20
601,1,0.25,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,4,11,9,10
602,0,0.2727272727272727,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1076,68,103,29,91,68
603,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,36,2,42,20,21,10
604,1,0.5454545454545454,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,733,9,180,12,19,66
605,1,0.5,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,39,2,25,4,3,24
606,1,0.4444444444444444,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,523,7,134,37,14,169
607,0,0.25,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1083,108,649,253,151,108
608,1,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,98,0,106,49,10,106
609,1,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,98,0,106,49,10,106
610,1,0.42857142857142855,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,99,2,11,4,0,16
611,1,0.75,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,138,15,35,25,11,72
612,1,0.5384615384615384,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,509,133,497,78,24,97
613,1,0.5,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,527,0,21,0,0,60
614,1,0.4666666666666667,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,340,21,134,258,14,56
615,1,0.4666666666666667,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,340,21,134,258,14,56
616,0,0.3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1184,32,352,21,16,16
617,0,0.4,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,10,24,15,13,1,30
618,0,0.23076923076923078,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,434,137,400,45,137,45
619,0,0.23076923076923078,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,434,137,400,45,137,45
620,1,0.42857142857142855,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,102,1,15,2,0,24
621,1,0.3,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,208,17,76,36,17,38
622,1,0.38095238095238093,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,438,66,400,12,38,114
623,0,0.6,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,125,16,98,134,21,27
624,0,0.5555555555555556,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1308,0,396,23,0,0
625,1,0.4,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,64,1,21,0,1,27
626,0,0.3333333333333333,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,7,4,13,15,8,17
627,0,0.3333333333333333,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,7,4,13,15,8,17
628,1,0.5,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,200,5,44,0,10,20
629,0,0.35294117647058826,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1001,44,107,58,44,44
630,1,0.25,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,36,0,2,0,0,4
631,0,0.3333333333333333,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,18,42,24,15,20,18
632,0,0.3333333333333333,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,18,42,24,15,20,18
633,1,0.5454545454545454,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,673,0,199,37,47,26
634,1,0.25,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,6,7,4,3,4,6
635,1,0.42857142857142855,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1050,12,144,0,0,24
636,1,0.15384615384615385,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,787,20,204,0,0,92
637,0,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,833,33,549,151,133,233
638,1,0.6923076923076923,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,284,0,52,8,3,20
639,0,0.2727272727272727,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,605,91,399,0,45,205
640,0,0.25,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,227,151,573,98,54,31
641,1,0.16666666666666666,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,800,0,297,0,34,57
642,0,0.3157894736842105,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,861,31,558,62,95,79
643,1,0.2857142857142857,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,62,1,57,19,11,48
644,1,0.25,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,23,0,9,0,0,12
645,1,0.4,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,11,0,16,7,6,21
646,1,0.2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,25,0,22,2,3,5
647,1,0.4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,22,2,31,7,4,5
648,1,0.4,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,25,0,8,2,0,2
649,1,0.4,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,25,0,8,2,0,2
650,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,161,28,136,32,3,45
651,1,0.5,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,315,4,62,41,31,146
652,1,0.5454545454545454,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,522,0,522,227,120,134
653,0,0.5333333333333333,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,712,50,420,65,38,38
654,1,0.3333333333333333,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,33,0,5,0,0,15
655,1,0.7142857142857143,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,342,32,230,34,32,40
656,1,0.25,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,22,2,12,0,2,5
657,0,0.35,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,359,35,314,93,116,89
658,1,0.6,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,324,48,186,39,18,198
659,1,0.5833333333333334,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,233,20,57,8,20,91
660,1,0.4666666666666667,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,370,9,92,6,9,4
661,1,0.6875,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1001,17,572,93,125,17
662,1,0.7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,173,8,107,7,2,176
663,1,0.39693468715465546,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,5,0,1,1,1,1
664,0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,10,3,3,0,0,0
665,1,0.25,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,8,4,20,6,3,16
666,1,0.36363636363636365,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,138,39,63,55,18,21
667,1,0.2857142857142857,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,245,19,125,37,67,14
668,0,0.375,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,68,129,396,188,22,15
669,0,0.5,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,434,22,388,104,22,34
670,1,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,631,43,239,128,76,21
671,0,0.23076923076923078,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1156,120,915,94,144,96
672,0,0.23076923076923078,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1156,120,915,94,144,96
673,0,0.6363636363636364,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,398,40,367,119,122,30
674,1,0.5,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,230,35,75,63,57,31
675,0,0.25,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,7,3,7,10
676,1,0.3333333333333333,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,122,21,43,25,10,15
677,0,0.25,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,19,3,6,4,2,12
678,1,0.2857142857142857,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,386,23,95,54,41,196
679,1,0.5625,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,379,6,157,25,91,91
680,1,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,243,11,119,10,3,15
681,0,0.25,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,358,108,413,141,97,32
682,0,0.25,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,358,108,413,141,97,32
683,1,0.43478260869565216,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,258,107,291,84,37,86
684,0,0.5555555555555556,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,65,36,74,38,20,110
685,1,0.5294117647058824,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,846,84,352,91,56,42
686,1,0.42857142857142855,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,724,17,143,0,8,196
687,0,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,770,29,890,250,27,24
688,0,0.45454545454545453,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,815,10,239,28,10,108
689,0,0.4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,2,11,41,7,11
690,1,0.6,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,16,17,19,20,21,22
691,1,0.5238095238095238,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,819,0,72,12,0,63
692,1,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,46,0,40,3,0,3
693,1,0.4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,5,3,11,12,5,9
694,1,0.4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,5,3,11,12,5,9
695,1,0.5833333333333334,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,479,5,82,7,17,171
696,0,0.45454545454545453,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,938,142,754,159,81,183
697,0,0.2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,283,17,372,138,106,44
698,1,0.3125,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,909,12,278,0,12,242
699,1,0.3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,156,29,56,30,32,47
700,1,0.4444444444444444,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,213,2,44,0,2,5
701,1,0.5,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,123,1,26,2,0,72
702,1,0.5714285714285714,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,37,4,24,16,9,9
703,1,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,154,0,50,6,11,37
704,1,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,154,0,50,6,11,37
705,1,0.5333333333333333,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,940,44,396,0,88,58
706,1,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,51,1,7,2,1,25
707,1,0.36363636363636365,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,141,11,114,15,14,5
708,1,0.46153846153846156,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,160,15,196,15,11,50
709,1,0.6666666666666666,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,16,14,36,37,22,48
710,0,0.4166666666666667,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,557,129,761,29,185,111
711,0,0.2727272727272727,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,196,0,512,33,130,54
712,0,0.3333333333333333,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,295,35,482,121,120,40
713,1,0.38461538461538464,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,231,7,137,4,15,39
714,1,0.38461538461538464,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,231,7,137,4,15,39
715,1,0.5,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,38,4,22,4,2,20
716,1,0.42857142857142855,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,29,12,59,19,1,36
717,1,0.42857142857142855,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,29,12,59,19,1,36
718,1,0.42857142857142855,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,29,12,59,19,1,36
719,1,0.2777777777777778,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,420,15,186,151,38,15
720,1,0.3333333333333333,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,8,4,12,15,4,29
721,1,0.5833333333333334,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,229,27,71,13,3,34
722,1,0.5555555555555556,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1230,0,396,232,178,158
723,1,0.4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,91,64,128,65,3,50
724,0,0.2857142857142857,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1060,61,835,80,20,101
725,1,0.25,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,11,0,5,0,0,1
726,1,0.36363636363636365,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,121,24,124,24,15,42
727,1,0.2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,13,0,8,2,1,5
728,1,0.25,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,17,0,2,0,0,2
729,1,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,8,1,5,0,0,1
730,1,0.5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,46,7,59,2,4,27
731,1,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,85,1,16,2,1,2
732,1,0.25,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,5,6,10,6,5,10
733,1,0.5333333333333333,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,302,29,131,32,0,27
734,0,0.35,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,728,17,133,11,8,124
735,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,9,0,6,4,1,5
736,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,9,0,6,4,1,5
737,1,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,110,0,5,2,0,3
738,1,0.25,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,711,28,142,49,18,47
739,0,0.375,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,778,44,499,95,73,146
740,1,0.25,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,3,10,6,9
741,0,0.13333333333333333,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,995,112,417,42,48,41
742,0,0.1875,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,493,183,352,184,23,28
743,1,0.3333333333333333,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,23,17,23,43,20,9
744,0,0.4166666666666667,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,704,129,853,120,74,111
745,1,0.25,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,3,12,3,5,7
746,1,0.3125,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,415,5,124,15,35,11
747,0,0.5,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,241,0,12,0,0,25
748,0,0.6153846153846154,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,34,11,137,179,61,45
749,0,0.3076923076923077,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1050,178,555,77,138,118
750,0,0.4166666666666667,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,135,46,92,65,61,11
751,0,0.4166666666666667,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,135,46,92,65,61,11
752,1,0.3333333333333333,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,4,7,7,6,4,13
753,1,0.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,76,10,56,3,1,23
754,1,0.5,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,50,4,44,10,10,43
755,1,0.5789473684210527,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,384,60,364,119,101,232
756,1,0.5454545454545454,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,275,0,86,10,23,66
757,1,0.7,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,254,10,44,30,10,227
758,1,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,6,7,0,0,3
759,1,0.5833333333333334,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,957,40,175,158,53,107
760,1,0.5454545454545454,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,293,6,23,13,6,92
761,0,0.18181818181818182,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,777,129,573,216,21,203
762,0,0.3333333333333333,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,63,151,137,153,19,53
763,1,0.3333333333333333,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,21,12,12,0,3,3
764,1,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,245,16,223,21,43,16
765,1,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,245,16,223,21,43,16
766,1,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,12,0,1,0,0,6
767,1,0.25,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,17,0,3,0,0,1
768,1,0.5,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,24,4,22,0,2,9
769,0,0.36363636363636365,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,173,26,255,35,71,81
770,0,0.3684210526315789,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,754,160,625,63,32,48
771,1,0.25,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,11,0,7,3,1,6
772,1,0.4,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,20,1,28,3,3,2
773,0,0.4375,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,822,114,108,179,137,114
774,0,0.36363636363636365,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,219,3,60,12,9,12
775,1,0.5714285714285714,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,373,14,83,6,9,19
776,1,0.4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,15,0,12,7,3,7
777,1,0.4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,15,0,12,7,3,7
